TMF_ID,FW_ID,PFAS_ID,Study_ID,ln_TMF,ln_TMF_se
TMF_087,FW_006,l-PFOS,S_002,1.5040773967762742,0.32879818594104315
TMF_088,FW_006,br-PFOS,S_002,1.0296194171811581,0.3826530612244897
TMF_089,FW_006,PFOS,S_002,1.410986973710262,0.33598805375808866
TMF_090,FW_006,PFDS,S_002,0.7419373447293773,0.09718172983479104
TMF_091,FW_006,6:2 FTSA,S_002,0.5877866649021191,1.1394557823129252
TMF_092,FW_006,FOSA,S_002,1.7749523509116738,0.15565548253199582
TMF_093,FW_006,NMeFOSAA,S_002,0.5877866649021191,1.082766439909297
TMF_095,FW_007,PFOA,S_002,-0.916290731874155,1.0204081632653061
TMF_096,FW_007,PFNA,S_002,-0.4942963218147801,0.06691201070592177
TMF_097,FW_007,PFDA,S_002,1.1631508098056809,0.0637755102040816
TMF_098,FW_007,PFUnDA,S_002,1.2237754316221157,0.10504201680672273
TMF_099,FW_007,PFDoDA,S_002,0.9932517730102834,0.1700680272108844
TMF_100,FW_007,PFTrDA,S_002,2.7013612129514133,0.2568141350499932
TMF_101,FW_007,PFTeDA,S_002,0.3364722366212129,0.18221574344023325
TMF_102,FW_007,PFHxS,S_002,-0.2231435513142097,0.19132653061224492
TMF_103,FW_007,PFHpS,S_002,0.1823215567939546,0.23384353741496602
TMF_104,FW_007,l-PFOS,S_002,0.9555114450274363,0.058869701726844637
TMF_105,FW_007,br-PFOS,S_002,1.0986122886681098,0.01700680272108845
TMF_106,FW_007,PFOS,S_002,0.9555114450274363,0.039246467817896424
TMF_107,FW_007,PFDS,S_002,1.0986122886681098,0.20408163265306126
TMF_109,FW_007,FOSA,S_002,0.09531017980432493,0.10204081632653059
TMF_110,FW_007,NMeFOSAA,S_002,-0.6931471805599453,0.10204081632653059
TMF_111,FW_007,NEtFOSAA,S_002,-0.4462871026284195,0.7812499999999999
TMF_112,FW_008,PFOA,S_003,0.4149999999999999,1.0323314892509021
TMF_113,FW_008,PFNA,S_003,0.547,0.9172287441073377
TMF_114,FW_008,PFDA,S_003,0.888,0.6175470617646801
TMF_115,FW_008,PFUnDA,S_003,0.542,0.9170594387192382
TMF_116,FW_008,PFDoDA,S_003,0.984,0.5194420625870482
TMF_117,FW_008,PFOS,S_003,1.24,0.39534360742609986
TMF_118,FW_009,PFOA,S_003,0.7579999999999999,0.6156971967642851
TMF_119,FW_009,PFNA,S_003,0.7839999999999999,0.6344479679482282
TMF_120,FW_009,PFDA,S_003,0.926,0.5909641046815625
TMF_121,FW_009,PFUnDA,S_003,0.8119999999999999,0.6156971967642851
TMF_122,FW_009,PFDoDA,S_003,1.14,0.44352549188520957
TMF_123,FW_009,PFOS,S_003,1.32,0.35063832495169295
TMF_124,FW_010,PFOS,S_004,1.0986122886681098,1.1122448979591837
TMF_125,FW_010,PFNA,S_004,-0.24292272731087183,2.7529606261551383
TMF_126,FW_010,PFDA,S_004,1.0686297416585366,0.46376716812406177
TMF_127,FW_010,PFUnDA,S_004,0.20341036711509392,1.2038711306250425
TMF_128,FW_010,PFDoDA,S_004,0.1494838242371734,1.3488697027552745
TMF_129,FW_011,PFOS,S_004,0.13693473548035598,1.3042774929124774
TMF_130,FW_011,PFDA,S_004,0.5102528566074804,0.7919540789912783
TMF_131,FW_011,PFUnDA,S_004,0.5318971564816246,0.8556575760980932
TMF_132,FW_011,PFDoDA,S_004,0.21478513747448458,1.2710130217515097
TMF_133,FW_012,PFOA,S_005,2.5649493574615367,1.6923076923076923
TMF_134,FW_012,PFNA,S_005,1.547562508716013,1.7872340425531914
TMF_135,FW_012,PFDA,S_005,1.2237754316221157,1.5
TMF_136,FW_012,PFUnDA,S_005,1.0986122886681098,1.3
TMF_137,FW_012,PFDoDA,S_005,-0.35667494393873245,1.142857142857143
TMF_138,FW_012,PFHxS,S_005,-1.6094379124341003,4.5
TMF_139,FW_012,FOSA,S_005,1.7749523509116738,1.4915254237288136
TMF_140,FW_012,PFOS,S_005,1.589235205116581,1.2448979591836733
TMF_141,FW_012,PFOA,S_005,1.840549633397487,1.0634920634920635
TMF_142,FW_012,PFNA,S_005,0.8754687373538999,1.2916666666666667
TMF_143,FW_012,PFDA,S_005,0.7884573603642703,1.0909090909090908
TMF_144,FW_012,PFUnDA,S_005,0.8329091229351039,1.0869565217391306
TMF_145,FW_012,PFDoDA,S_005,-0.5108256237659907,1.3333333333333335
TMF_146,FW_012,PFHxS,S_005,-2.3025850929940455,4
TMF_147,FW_012,FOSA,S_005,1.6094379124341003,1.4
TMF_148,FW_012,PFOS,S_005,0.5877866649021191,0.6666666666666666
TMF_149,FW_013,PFOS,S_005,2.3978952727983707,1.2727272727272727
TMF_150,FW_014,PFOS,S_005,2.066862759472976,NA
TMF_151,FW_013,PFOS,S_005,1.840549633397487,0.9365079365079366
TMF_152,FW_014,PFOS,S_005,0.3364722366212129,NA
TMF_153,FW_018,l-PFOS,S_006,1.308332819650179,0.254054054054054
TMF_154,FW_018,mm-PFOS,S_006,1.0986122886681098,0.19666666666666666
TMF_155,FW_018,dm-PFOS,S_006,-0.13926206733350766,0.13793103448275862
TMF_156,FW_018,PFOS,S_006,1.33500106673234,0.2578947368421053
TMF_157,FW_019,l-PFOS,S_006,1.3609765531356006,0.2
TMF_158,FW_019,mm-PFOS,S_006,1.0296194171811581,0.18571428571428572
TMF_159,FW_019,dm-PFOS,S_006,-0.2613647641344075,0.11688311688311688
TMF_160,FW_019,PFOS,S_006,1.4350845252893227,0.20714285714285713
TMF_161,FW_020,PFOA,S_007,0.7419373447293773,0.4373177842565598
TMF_162,FW_020,PFNA,S_007,1.33500106673234,0.44307196562835666
TMF_163,FW_020,PFDA,S_007,1.840549633397487,0.7126660187884679
TMF_164,FW_020,PFUnDA,S_007,2.617395832834079,0.9422016981975272
TMF_165,FW_020,PFOS,S_007,1.840549633397487,1.1499838030450276
TMF_166,FW_020,FOSA,S_007,0.6418538861723947,0.21482277121374863
TMF_167,FW_020,PFNA,S_007,1.5686159179138452,1.1479591836734693
TMF_168,FW_020,PFDA,S_007,2.9856819377004897,0.08503401360544217
TMF_169,FW_020,PFOS,S_007,2.975529566236472,2.246459808413161
TMF_170,FW_022,PFOS,S_008,1.14,0.4287053362566154
TMF_171,FW_023,PFOS,S_009,0.26236426446749106,0.9877118589905702
TMF_172,FW_023,PFTeDA,S_009,0.11332868530700327,1.2957896715447559
TMF_173,FW_023,PFDoDA,S_009,0.3220834991691132,0.9399962270183018
TMF_174,FW_023,PFUnDA,S_009,0.5538851132264376,0.8958273608398438
TMF_175,FW_023,PFDA,S_009,0.4054651081081644,0.9724719105109957
TMF_176,FW_023,PFNA,S_009,0,1.052344369479762
TMF_177,FW_023,PFOA,S_009,0,1.0310856176536836
TMF_178,FW_023,NEtFOSAA,S_009,0.01980262729617973,1.0912678984746285
TMF_179,FW_023,7:3 FTCA,S_009,-0.08338160893905101,1.3195082904421924
TMF_180,FW_024,PFOA,S_010,0.6931471805599453,0.051020408163265356
TMF_181,FW_024,PFNA,S_010,0.4054651081081644,0.0680272108843538
TMF_182,FW_024,PFDA,S_010,0.1823215567939546,0.04251700680272103
TMF_183,FW_024,PFUnDA,S_010,0.09531017980432493,0.09276437847866416
TMF_184,FW_024,PFDoDA,S_010,0.1823215567939546,0.04251700680272113
TMF_185,FW_024,PFTrDA,S_010,0.09531017980432493,0.09740259740259738
TMF_186,FW_024,PFTeDA,S_010,-0.23572233352106983,0.14854042882975974
TMF_187,FW_024,PFHxS,S_010,0.7884573603642703,0.11595547309833024
TMF_188,FW_024,br-PFOS,S_010,0.7884573603642703,0.06957328385899811
TMF_189,FW_024,l-PFOS,S_010,0.4054651081081644,0.0340136054421769
TMF_190,FW_024,MeFOSAA,S_010,-0.13926206733350766,0.4222378606615061
TMF_191,FW_024,FOSA,S_010,0.6418538861723947,0.02685284640171861
TMF_192,FW_025,PFOA,S_010,1.791759469228055,0.19557823129251697
TMF_193,FW_025,PFNA,S_010,1.1314021114911006,0.13166556945358784
TMF_194,FW_025,PFDA,S_010,0.5306282510621704,0.09003601440576225
TMF_195,FW_025,PFUnDA,S_010,0.5877866649021191,0.1133786848072562
TMF_196,FW_025,PFDoDA,S_010,0.09531017980432493,0.12059369202226344
TMF_197,FW_025,PFTrDA,S_010,-0.4155154439616658,0.29375386518243657
TMF_198,FW_025,PFTeDA,S_010,-1.1086626245216111,0.5256648113790972
TMF_199,FW_025,PFHxS,S_010,1.4586150226995167,0.18984337921214994
TMF_200,FW_025,br-PFOS,S_010,1.3609765531356006,0.17006802721088435
TMF_201,FW_025,l-PFOS,S_010,0.9162907318741551,0.06122448979591842
TMF_202,FW_025,FOSA,S_010,0.8329091229351039,0.04436557231588282
TMF_203,FW_026,PFOA,S_010,0,0.0969387755102041
TMF_204,FW_026,PFNA,S_010,-0.12783337150988489,0.09276437847866416
TMF_205,FW_026,PFDA,S_010,-0.040821994520255166,0.04783163265306121
TMF_206,FW_026,PFUnDA,S_010,-0.07257069283483537,0.07680491551459294
TMF_207,FW_026,PFDoDA,S_010,0.26236426446749106,0.1177394034536891
TMF_208,FW_026,PFTrDA,S_010,-0.040821994520255166,0.05846088435374149
TMF_209,FW_026,PFTeDA,S_010,0.1823215567939546,0.21258503401360546
TMF_210,FW_026,PFHxS,S_010,0.4054651081081644,0.2380952380952381
TMF_211,FW_026,br-PFOS,S_010,0.4054651081081644,0.10204081632653063
TMF_212,FW_026,l-PFOS,S_010,-0.06187540371808753,0.027138514980460233
TMF_213,FW_026,MeFOSAA,S_010,-1.7147984280919266,0.963718820861678
TMF_214,FW_026,FOSA,S_010,0.1823215567939546,0.021258503401360564
TMF_215,FW_027,PFHxA,S_011,-1.4736544595161893,5.586539285461238
TMF_216,FW_027,PFOA,S_011,-0.5756462732485115,1.999955848414893
TMF_217,FW_027,PFNA,S_011,0.4605170185988092,0.669129541572467
TMF_218,FW_027,PFDA,S_011,0.9440598881275586,0.45323822556886484
TMF_219,FW_027,PFUnDA,S_011,0.7828789316179755,0.4790801350023379
TMF_220,FW_027,PFDoDA,S_011,0.8749823353377373,0.43692627604222484
TMF_221,FW_027,PFTrDA,S_011,1.059189142777261,0.36341944705472745
TMF_222,FW_027,PFTeDA,S_011,1.059189142777261,0.36341944705472745
TMF_223,FW_027,PFHxS,S_011,0.16118095650958317,1.0271471206708236
TMF_224,FW_027,PFHpS,S_011,0.43749116766886875,0.7261400790685669
TMF_225,FW_027,PFOS,S_011,0.43749116766886875,0.6847155708191389
TMF_226,FW_027,l-PFOS,S_011,0.4605170185988092,0.6770367527794676
TMF_227,FW_027,br-PFOS,S_011,0.6216979751083924,0.5899515228682072
TMF_228,FW_027,PFDS,S_011,1.7039129688155938,0.19072523701416827
TMF_229,FW_027,6:2 FTSA,S_011,-0.552620422318571,1.9090457069612643
TMF_230,FW_027,8:2 FTSA,S_011,0.2302585092994046,0.8624109968952764
TMF_231,FW_027,10:2 FTSA,S_011,1.1052408446371418,0.3350441511010724
TMF_232,FW_027,FOSA,S_011,0.9210340371976182,0.4221921986638128
TMF_233,FW_027,FOSAA,S_011,-0.43749116766886864,1.9590287803836328
TMF_234,FW_027,MeFOSAA,S_011,0.3914394658089878,0.7427049638654538
TMF_235,FW_027,EtFOSAA,S_011,0.3684136148790473,0.787267727908159
TMF_236,FW_027,6:2 diPAP,S_011,0.16118095650958317,0.9240900322224982
TMF_237,FW_028,l-PFOS,S_012,0.4252677354043441,0.026677337601707374
TMF_238,FW_028,br-PFOS,S_012,0.4252677354043441,0.05335467520341475
TMF_239,FW_028,PFTrDA,S_012,-0.941608539858445,0.026164311878597617
TMF_240,FW_028,l-FOSA,S_012,-0.4462871026284195,0.031887755102040845
TMF_241,FW_028,br-FOSA,S_012,-0.18632957819149348,0.061470371281042525
TMF_242,FW_028,PFUnDA,S_012,-0.8915981192837836,0.049776007964161255
TMF_243,FW_028,PFDoDA,S_012,-0.06187540371808753,0.06513243595310465
TMF_244,FW_028,PFTeDA,S_012,-0.4780358009429998,0.26333113890717585
TMF_245,FW_028,PFNA,S_012,0.29266961396282004,0.05711239719768501
TMF_246,FW_028,l-EtFOSA,S_012,0.5877866649021191,0.04818594104308388
TMF_247,FW_028,br-EtFOSA,S_012,0.47000362924573563,0.15306122448979598
TMF_248,FW_029,PFNA,S_012,1.3737155789130306,0.8305347455437873
TMF_249,FW_029,PFUnDA,S_012,0.8628899551470398,0.6070782743477138
TMF_250,FW_029,PFDoDA,S_012,1.1474024528375417,1.0349854227405249
TMF_251,FW_029,PFTrDA,S_012,-0.6348782724359695,0.16365036580670003
TMF_252,FW_029,PFTeDA,S_012,-0.8209805520698302,0.5449907235621521
TMF_253,FW_029,l-PFOS,S_012,1.169381359556317,0.3058055520344784
TMF_254,FW_029,br-PFOS,S_012,2.1770218700187,0.5680503493914573
TMF_255,FW_029,l-FOSA,S_012,0.6097655716208943,0.3355146406388642
TMF_256,FW_029,l-EtFOSA,S_012,0.9745596399981308,0.37158259530227183
TMF_257,FW_029,br-EtFOSA,S_012,1.6409365794934714,1.730343300110742
TMF_258,FW_030,PFNA,S_012,-0.01005033585350145,0.23191094619666047
TMF_259,FW_030,PFUnDA,S_012,0.598836501088704,0.17380578605068397
TMF_260,FW_030,PFDoDA,S_012,0.712949807856125,0.1825730292116847
TMF_261,FW_030,PFTrDA,S_012,0.4054651081081644,0.2278911564625851
TMF_262,FW_030,PFTeDA,S_012,0.35065687161316933,0.29103190572003446
TMF_263,FW_030,l-PFOS,S_012,0.9707789171582248,0.1835961657390229
TMF_264,FW_030,br-PFOS,S_012,0.2700271372130602,0.27262813522355506
TMF_265,FW_030,l-FOSA,S_012,0.43178241642553783,0.20540683805989926
TMF_266,FW_030,l-EtFOSA,S_012,-1.5141277326297755,0.39424860853432286
TMF_267,FW_030,br-EtFOSA,S_012,-2.5257286443082556,1.403061224489796
TMF_268,FW_031,FOSA,S_013,-0.6733445532637656,3.07804468625768
TMF_269,FW_032,PFOS,S_013,0.62057648772511,NA
TMF_270,FW_032,PFOA,S_013,-0.9942522733438669,NA
TMF_271,FW_032,PFNA,S_013,0,NA
TMF_272,FW_032,PFDA,S_013,0,NA
TMF_273,FW_032,PFUnDA,S_013,0,NA
TMF_274,FW_032,PFDoDA,S_013,0,NA
TMF_275,FW_032,PFTrDA,S_013,0,NA
TMF_276,FW_032,PFTeDA,S_013,-0.843970070294529,NA
TMF_277,FW_033,PFOS,S_013,1.7715567619105355,0.4199226873958932
TMF_278,FW_033,PFOA,S_013,-0.5447271754416722,1.3057793168250669
TMF_279,FW_033,PFNA,S_013,0,1
TMF_280,FW_033,PFDA,S_013,1.3001916620664788,0.5289737980225051
TMF_281,FW_033,PFUnDA,S_013,1.5496879080283263,0.4681267046296374
TMF_282,FW_033,PFDoDA,S_013,0,1
TMF_283,FW_033,PFTrDA,S_013,0.8960880245566357,0.6447505018619077
TMF_284,FW_033,PFTeDA,S_013,0,1
TMF_285,FW_034,PFOS,S_014,1.09,0.468253228374803
TMF_286,FW_034,PFNA,S_014,0.7299999999999999,0.6993918016168079
TMF_287,FW_034,PFDA,S_014,1.31,0.40176519770108965
TMF_288,FW_034,PFUnDA,S_014,1.12,0.4862646255763573
TMF_289,FW_034,PFDoDA,S_014,0.8699999999999999,0.6530417001027037
TMF_290,FW_035,l-PFOA,S_015,0.45107561936021673,1.020905769012855
TMF_291,FW_035,br-PFOA,S_015,0.7654678421395714,0.7589683460891025
TMF_292,FW_035,PFNA,S_015,0.6418538861723947,0.7171250435234314
TMF_293,FW_035,l-PFDA,S_015,0.959350221334602,0.5432346462163561
TMF_294,FW_035,br-PFDA,S_015,0.5766133643039938,0.8585886058422791
TMF_295,FW_035,PFUnDA,S_015,1.324418957401803,0.45844100707394103
TMF_296,FW_035,l-PFDoDA,S_015,1.5851452198650557,0.36884919373940994
TMF_297,FW_035,br-PFDoDA,S_015,0.7561219797213337,0.9358098619523598
TMF_298,FW_035,PFTrDA,S_015,1.5644405465033646,0.3365519291114777
TMF_299,FW_035,l-PFTeDA,S_015,1.5830939370944985,0.3322101942756943
TMF_300,FW_035,br-PFTeDA,S_015,0.35065687161316933,1.0464835966539072
TMF_301,FW_036,Cl-PFESA,S_016,1.2149127443642704,0.5515361393731957
TMF_302,FW_036,PFOS,S_016,1.3711807233098425,0.5108977194721008
TMF_303,FW_037,PFBA,S_017,0.24900000000000003,0.8851865641641244
TMF_304,FW_037,PFPeA,S_017,-0.135,NA
TMF_305,FW_037,PFHxA,S_017,-1.545,NA
TMF_306,FW_037,PFHpA,S_017,0.058999999999999934,NA
TMF_307,FW_037,PFOA,S_017,0.19099999999999995,1.9967083505948076
TMF_308,FW_037,PFNA,S_017,0.507,0.9485697074536595
TMF_309,FW_037,PFDA,S_017,0.528,0.723961204550137
TMF_310,FW_037,PFUnDA,S_017,0.422,0.8132717892525708
TMF_311,FW_037,PFDoDA,S_017,0.35400000000000004,0.8408143132037718
TMF_312,FW_037,PFTrDA,S_017,0.34299999999999997,0.8453565531146218
TMF_313,FW_037,PFTeDA,S_017,0.3410000000000001,NA
TMF_314,FW_037,PFHxDA,S_017,0.08000000000000007,NA
TMF_315,FW_037,PFODA,S_017,0.261,NA
TMF_316,FW_037,PFBS,S_017,0.32099999999999995,NA
TMF_317,FW_037,PFOS,S_017,0.3559999999999999,0.8042926495891346
TMF_318,FW_037,PFDS,S_017,0.11899999999999995,NA
TMF_329,FW_040,PFHxS,S_019,0.7371640659767196,0.6971497973911908
TMF_330,FW_040,PFOS,S_019,1.0715836162801904,0.5918662221243822
TMF_331,FW_040,PFBA,S_019,0.4190704869249162,1.2723306813254591
TMF_332,FW_041,PFTeDA,S_020,-1.6094379124341003,2.1996121105337783
TMF_333,FW_041,l-PFOS,S_020,1.308332819650179,0.5110505970657936
TMF_334,FW_041,FOSAA,S_020,-0.6931471805599453,2
TMF_336,FW_042,PFDA,S_020,0.5877866649021191,0.6979599956182111
TMF_337,FW_042,PFUnDA,S_020,-0.6931471805599453,2
TMF_338,FW_042,PFDoDA,S_020,-1.2039728043259361,3.3333333333333335
TMF_339,FW_042,PFTrDA,S_020,-2.3025850929940455,10
TMF_340,FW_042,PFTeDA,S_020,-1.6094379124341003,5
TMF_341,FW_042,l-PFOS,S_020,2.2300144001592104,0.4171698148091182
TMF_342,FW_043,PFDA,S_021,1.3941,0.3789203598934784
TMF_343,FW_043,PFUnDA,S_021,1.5673,0.33588270294581746
TMF_344,FW_043,PFDoDA,S_021,1.3671,0.3861093724134816
TMF_345,FW_043,PFOS,S_021,1.4728,0.35872037823534686
TMF_346,FW_044,PFOA,S_022,0.09531017980432493,1.0902865563848108
TMF_347,FW_045,PFOA,S_022,0.2468600779315258,0.9865317296908516
TMF_348,FW_046,PFBA,S_023,-0.7133498878774648,4.204398959836755
TMF_349,FW_046,PFHxA,S_023,-3.912023005428146,0.6208198482336764
TMF_350,FW_046,PFOA,S_023,-1.6094379124341003,0.7626448557712978
TMF_351,FW_046,PFUnDA,S_023,-0.2744368457017603,7.316214127550863
TMF_352,FW_046,PFTrDA,S_023,-0.2876820724517809,5.1172747669773
TMF_353,FW_046,PFBS,S_023,-0.916290731874155,0.8400571964557929
TMF_354,FW_046,PFOS,S_023,0.45107561936021673,2.3615674140147203
TMF_355,FW_047,HFPO-TeA,S_024,1.0822149937072014,0.5127846480031661
TMF_356,FW_047,HFPO-TrA,S_024,1.6578612669557127,0.39297052754449113
TMF_357,FW_047,PFO5DoA,S_024,1.7269388197455344,0.17782794100389226
TMF_358,FW_047,H-PFMO2OSA,S_024,0.9901115899874396,0.518670443211123
TMF_359,FW_047,PFOS,S_024,0.4835428695287496,0.7802827974566835
TMF_360,FW_047,PFMOAA,S_024,-1.3354993539365465,1.1328990147254698
TMF_361,FW_047,PFBA,S_024,-1.0131374409173801,1.1842487953310739
TMF_362,FW_048,PFOA,S_025,-1.0384583658483626,1.8875892532735663
TMF_363,FW_048,PFNA,S_025,-1.4044583317475619,7.026926941833786
TMF_364,FW_048,PFOS,S_025,0.5618418797819551,0.7091236108291881
TMF_365,FW_048,F53B,S_025,0.5249651873197099,0.7253133951261261
TMF_366,FW_048,PFDA,S_025,-0.05297892479088662,1.1816286254123831
TMF_367,FW_048,PFUnDA,S_025,-0.2878154146747933,1.5404263461152616
TMF_368,FW_048,FOSA,S_025,-0.28555101144282674,1.561055285907668
TMF_369,FW_048,PFDoDA,S_025,-0.5549516818085458,2.160600904506862
TMF_370,FW_048,PFTrDA,S_025,0.052971884766105724,1.056611317366136
TMF_371,FW_048,PFTeDA,S_025,-0.2762806497273384,1.500617963824915
TMF_372,FW_049,PFBA,S_026,-0.37239999999999995,1.2558657840240057
TMF_373,FW_049,PFPeA,S_026,-0.04850000000000006,1.030115686132729
TMF_374,FW_049,PFHxA,S_026,-0.4593,1.3244383660499501
TMF_375,FW_049,PFHpA,S_026,-0.912,1.747068554033843
TMF_376,FW_049,PFOA,S_026,-0.18399999999999997,1.1191468960425432
TMF_377,FW_049,PFNA,S_026,-0.14289999999999997,1.0913579225289458
TMF_378,FW_049,PFDA,S_026,0.3509,0.8068060058675405
TMF_379,FW_049,PFUnDA,S_026,0.7436999999999999,0.6344622737078838
TMF_380,FW_049,PFDoDA,S_026,0.49899999999999994,0.736919969001042
TMF_381,FW_049,PFBS,S_026,-0.16170000000000004,1.1039825052968781
TMF_382,FW_049,PFHxS,S_026,-0.16729999999999995,1.1077711724895907
TMF_383,FW_049,PFOS,S_026,1.0521,0.5253718290338204
