TMF_ID,FW_ID,PFAS_ID,Study_ID,ln_TMF,ln_TMF_se
TMF_384,FW_050,6:2 Cl-PFESA,S_027,0.5249894012026425,0.7079457843841378
TMF_385,FW_050,6:2 Cl-PFESA,S_027,1.0384658769403148,0.49659232145033605
TMF_386,FW_050,6:2 Cl-PFESA,S_027,0.7276168893861185,0.5767664633922508
TMF_387,FW_051,6:2 Cl-PFESA,S_027,0.6170928049224043,0.6854882264526615
TMF_388,FW_051,6:2 Cl-PFESA,S_027,0.9371521328485765,0.5284452517751804
TMF_389,FW_051,6:2 Cl-PFESA,S_027,0.600974709271446,0.6576578373554204
TMF_390,FW_052,6:2 Cl-PFESA,S_027,0.8358383887568385,0.5984115950603197
TMF_391,FW_052,6:2 Cl-PFESA,S_027,0.8473513142218089,0.59020108017184425
TMF_392,FW_052,6:2 Cl-PFESA,S_027,0.854259069500791,0.6011737374832781
TMF_393,FW_053,6:2 Cl-PFESA,S_027,-0.5388049117606067,5.345643593969717
TMF_394,FW_053,6:2 Cl-PFESA,S_027,-0.49045062480773177,3.9719154946944037
TMF_395,FW_053,6:2 Cl-PFESA,S_027,-0.34769034904210094,2.924152377843336
TMF_396,FW_054,6:2 Cl-PFESA,S_027,1.319381258285588,0.3280952931131191
TMF_397,FW_054,PFOS,S_027,1.3424071092155285,0.30974192992165805
TMF_398,FW_054,PFNA,S_027,0.6147902198294103,0.6546361740672749
TMF_399,FW_054,PFDA,S_027,0.7920892719899516,0.533334895487621
TMF_400,FW_054,PFUnDA,S_027,0.37532137015802947,0.8184647881347898
TMF_401,FW_054,PFDoDA,S_027,0.9832038347084575,0.46131757456037936
TMF_402,FW_054,PFTrDA,S_027,1.2664218011467252,0.33036954103681476
TMF_403,FW_054,6:2 Cl-PFESA,S_027,1.4621415340512192,0.28707805820246907
TMF_404,FW_054,PFOS,S_027,1.3516174495875048,0.30619634336906776
TMF_405,FW_054,PFNA,S_027,0.7483401552230649,0.5915616341754739
TMF_406,FW_054,PFDA,S_027,1.0614917278702551,0.4265795188015926
TMF_407,FW_054,PFUnDA,S_027,0.4167679018319223,0.7979946872679765
TMF_408,FW_054,PFDoDA,S_027,1.4045769067263678,0.3126079367123955
TMF_409,FW_054,PFTrDA,S_027,1.3976691514473856,0.29376496519615314
TMF_410,FW_054,6:2 Cl-PFESA,S_027,1.2318830247518144,0.34673685045253166
TMF_411,FW_054,PFOS,S_027,1.3562226197734928,0.30619634336906776
TMF_412,FW_054,PFNA,S_027,0.6838677726192315,0.6180164001384159
TMF_413,FW_054,PFDA,S_027,0.8404435589428265,0.5046612975635284
TMF_414,FW_054,PFUnDA,S_027,0.42137307201791036,0.7943282347242815
TMF_415,FW_054,PFDoDA,S_027,0.8266280483848624,0.5046612975635284
TMF_416,FW_054,PFTrDA,S_027,1.4345105129352904,0.2844461107447916
TMF_417,FW_055,PFBA,S_028,1.631199404215613,0.6300171732097928
TMF_418,FW_055,PFDA,S_028,1.536867219599265,0.35659425060346717
TMF_419,FW_055,PFUnDA,S_028,1.4747630091074988,0.4331480876103302
TMF_420,FW_055,PFDoDA,S_028,0.6097655716208943,0.41038154392191667
TMF_421,FW_055,PFBS,S_028,1.7850704810772584,0.540165730721819
TMF_422,FW_055,PFHxS,S_028,0.8878912573524571,0.3149407911312673
TMF_423,FW_055,PFOS,S_028,1.749199854809259,0.4516415261756877
TMF_424,FW_056,PFOA,S_029,0.27763173659827955,1.024273345701917
TMF_425,FW_056,PFNA,S_029,0.9858167945227654,1.0223119098385622
TMF_426,FW_056,PFDA,S_029,0.959350221334602,1.0204081632653061
TMF_427,FW_056,PFUnDA,S_029,0.9321640810304452,1.0244255182387916
TMF_428,FW_056,PFDoDA,S_029,0.34358970439007686,1.0204081632653064
TMF_429,FW_056,PFTrDA,S_029,0.3576744442718159,1.0204081632653064
TMF_430,FW_056,PFOS,S_029,0.9745596399981308,1.0204081632653061
TMF_431,FW_056,PFOA,S_029,0.8628899551470398,1.0204081632653061
TMF_432,FW_056,PFNA,S_029,1.8976198599275322,1.0219380105865434
TMF_433,FW_056,PFDA,S_029,1.9572739077056285,1.0225700449671393
TMF_434,FW_056,PFUnDA,S_029,1.884034745337226,1.0219589355499037
TMF_435,FW_056,PFDoDA,S_029,1.4011829736136412,0.9827083542776718
TMF_436,FW_056,PFTrDA,S_029,1.3190856114264407,1.0204081632653061
TMF_437,FW_056,PFOS,S_029,1.9021075263969205,1.0211696618946087
TMF_438,FW_057,PFOA,S_029,0.09531017980432493,1.0204081632653061
TMF_439,FW_057,PFNA,S_029,0.6678293725756554,1.0256410256410258
TMF_440,FW_057,PFDA,S_029,0.8197798314933114,1.0204081632653061
TMF_441,FW_057,PFUnDA,S_029,0.8109302162163288,1.0226757369614512
TMF_442,FW_057,PFDoDA,S_029,0.30010459245033816,1.0204081632653061
TMF_443,FW_057,PFTrDA,S_029,0.3148107398400336,1.0204081632653061
TMF_444,FW_057,PFOS,S_029,0.8064758658669485,1.0226858600583089
TMF_445,FW_057,PFOA,S_029,0.6097655716208943,1.0231810115350488
TMF_446,FW_057,PFNA,S_029,1.4770487243883548,1.028562109775417
TMF_447,FW_057,PFDA,S_029,1.7047480922384253,1.025974025974026
TMF_448,FW_057,PFUnDA,S_029,1.6544112780768316,1.0262613649666366
TMF_449,FW_057,PFDoDA,S_029,1.2412685890696329,1.0218827415359206
TMF_450,FW_057,PFTrDA,S_029,1.1662709371419244,1.0251764257104712
TMF_451,FW_057,PFOS,S_029,1.631199404215613,1.024401932984544
TMF_452,FW_058,PFOA,S_029,0.2700271372130602,0.06620968998286335
TMF_453,FW_058,PFNA,S_029,0.7654678421395714,0.04508780256288561
TMF_454,FW_058,PFDA,S_029,0.8329091229351039,0.05102040816326531
TMF_455,FW_058,PFUnDA,S_029,1.0296194171811581,0.023688046647230305
TMF_456,FW_058,PFDoDA,S_029,0.7839015438284094,0.037275184046221266
TMF_457,FW_058,PFTrDA,S_029,0.6780335427498971,0.06733657930177142
TMF_458,FW_058,PFOS,S_029,0.883767540168595,0.04216562658121104
TMF_459,FW_058,PFOA,S_029,0.7747271675523681,0.06113044296059433
TMF_460,FW_058,PFNA,S_029,1.4929040961781488,0.05044714515019485
TMF_461,FW_058,PFDA,S_029,1.6370530794670737,0.06054951163344719
TMF_462,FW_058,PFUnDA,S_029,1.81319474994812,0.04744148883044248
TMF_463,FW_058,PFDoDA,S_029,1.6563214983329508,0.0681570338058887
TMF_464,FW_058,PFTrDA,S_029,1.430311246536665,0.0646909481495948
TMF_465,FW_058,PFOS,S_029,1.6486586255873816,0.07653061224489797
TMF_466,FW_059,PFOA,S_029,0.2468600779315258,0.051817602040816375
TMF_467,FW_059,PFNA,S_029,0.6312717768418578,0.07056013894919665
TMF_468,FW_059,PFDA,S_029,0.8285518175661483,0.0802067551911594
TMF_469,FW_059,PFUnDA,S_029,1.075002423028976,0.09403078637598385
TMF_470,FW_059,PFDoDA,S_029,0.7030975114131134,0.03536067892503534
TMF_471,FW_059,PFTrDA,S_029,0.5877866649021191,0.04818594104308388
TMF_472,FW_059,PFOS,S_029,0.8372475245337022,0.05079954059545896
TMF_473,FW_059,PFOA,S_029,0.6523251860396901,0.04251700680272107
TMF_474,FW_059,PFNA,S_029,1.2119409739751128,0.10021865889212832
TMF_475,FW_059,PFDA,S_029,1.4701758451005926,0.11142387989678627
TMF_476,FW_059,PFUnDA,S_029,1.6992786164338898,0.12032235197552514
TMF_477,FW_059,PFDoDA,S_029,1.3987168811184478,0.07558578987150423
TMF_478,FW_059,PFTrDA,S_029,1.1878434223960523,0.0731085116973619
TMF_479,FW_059,PFOS,S_029,1.451613827240533,0.08602972805047075
TMF_480,FW_060,FOSA,S_030,-0.2231435513142097,0.8290816326530611
TMF_481,FW_060,PFDA,S_030,1.252762968495368,0.5247813411078718
TMF_482,FW_060,PFHpA,S_030,-0.2231435513142097,0.25510204081632654
TMF_483,FW_060,PFHxS,S_030,0.5877866649021191,0.45351473922902485
TMF_484,FW_060,PFNA,S_030,1.4816045409242156,1.2987012987012987
TMF_485,FW_060,PFOA,S_030,-0.5108256237659907,0.9353741496598639
TMF_486,FW_060,PFOS,S_030,1.4350845252893227,0.48590864917395515
TMF_487,FW_060,PFTeDA,S_030,0.5877866649021191,0.3401360544217687
TMF_488,FW_060,PFTrDA,S_030,0.6418538861723947,0.26852846401718583
TMF_489,FW_060,PFUnDA,S_030,0.9932517730102834,0.3590325018896447
TMF_490,FW_060,FOSA,S_030,0.6418538861723947,0.8861439312567132
TMF_491,FW_060,PFDA,S_030,2.128231705849268,0.977891156462585
TMF_492,FW_060,PFHpA,S_030,0.6418538861723947,0.6176154672395273
TMF_493,FW_060,PFHxS,S_030,1.4816045409242156,0.8928571428571428
TMF_494,FW_060,PFNA,S_030,1.1314021114911006,0.4608294930875576
TMF_495,FW_060,PFOA,S_030,0.47000362924573563,0.4464285714285714
TMF_496,FW_060,PFOS,S_030,2.3125354238472138,0.9395837542937968
TMF_497,FW_060,PFTeDA,S_030,1.4586150226995167,0.7119126720455623
TMF_498,FW_060,PFTrDA,S_030,1.5260563034950492,0.6987577639751552
TMF_499,FW_060,PFUnDA,S_030,1.8870696490323797,0.896722325293754
TMF_500,FW_060,FOSA,S_030,0.09531017980432493,0.9276437847866419
TMF_501,FW_060,PFDA,S_030,1.589235205116581,0.5726780508121616
TMF_502,FW_060,PFHpA,S_030,0.09531017980432493,0.3246753246753247
TMF_503,FW_060,PFHxS,S_030,0.9162907318741551,0.5918367346938777
TMF_504,FW_060,PFNA,S_030,1.4586150226995167,0.9017560512577124
TMF_505,FW_060,PFOA,S_030,-0.10536051565782628,0.6235827664399094
TMF_506,FW_060,PFOS,S_030,1.7749523509116738,0.5447941888619855
TMF_507,FW_060,PFTeDA,S_030,0.9162907318741551,0.4693877551020408
TMF_508,FW_060,PFTrDA,S_030,0.9932517730102834,0.3968253968253967
TMF_509,FW_060,PFUnDA,S_030,1.3609765531356006,0.49712192569335434
TMF_510,FW_061,PFOA,S_031,0.19885085874516517,0.9918032786885246
TMF_511,FW_061,PFNA,S_031,2.0068708488450007,0.16532258064516128
TMF_512,FW_061,PFDA,S_031,1.8825138324965192,0.1811263318112633
TMF_513,FW_061,PFUnDA,S_031,1.706564623164823,0.2032667876588022
TMF_514,FW_061,PFDoDA,S_031,1.3962446919730587,0.29455445544554454
TMF_515,FW_061,PFTrDA,S_031,1.269760544863939,0.32022471910112354
TMF_516,FW_061,PFTeDA,S_031,0.8796267475025636,0.43983402489626555
TMF_517,FW_061,PFHxS,S_031,2.012232791986386,0.18181818181818182
TMF_518,FW_061,PFOS,S_031,1.4861396960896067,0.27375565610859726
TMF_519,FW_061,FOSA,S_031,-0.4155154439616658,2.696969696969697
TMF_520,FW_062,PFOA,S_031,0.30010459245033816,0.8592592592592592
TMF_521,FW_062,PFNA,S_031,1.415853163361435,0.28398058252427183
TMF_522,FW_062,PFDA,S_031,1.3711807233098425,0.2893401015228426
TMF_523,FW_062,PFUnDA,S_031,1.1786549963416462,0.3538461538461538
TMF_524,FW_062,PFDoDA,S_031,0.9202827531436925,0.4541832669322709
TMF_525,FW_062,PFTrDA,S_031,0.7929925155296614,0.5113122171945701
TMF_526,FW_062,PFTeDA,S_031,0.7466879474879751,0.5165876777251186
TMF_527,FW_062,PFHxS,S_031,0.5068176023684519,0.6867469879518072
TMF_528,FW_062,PFOS,S_031,1.2725655957915476,0.31932773109243695
TMF_529,FW_062,FOSA,S_031,0.01980262729617973,1.196078431372549
TMF_530,FW_063,FOSA,S_032,0.26236426446749106,0.8655913871870632
TMF_531,FW_063,PFNA,S_032,0.09531017980432493,1.0452821136008723
TMF_532,FW_063,PFDA,S_032,0.5306282510621704,0.6952514091379921
TMF_533,FW_063,PFUnDA,S_032,0.09531017980432493,1.007436249986907
TMF_534,FW_063,PFDoDA,S_032,0.1823215567939546,1.0103293966144369
TMF_535,FW_063,PFTrDA,S_032,-0.15082288973458366,0.9903712378854631
TMF_536,FW_063,PFTeDA,S_032,-0.2613647641344075,0.9833085684452197
TMF_537,FW_063,PFOS,S_032,0.3364722366212129,1.0499302179393861
TMF_538,FW_063,FOSA,S_032,1.2237754316221157,0.4235464132897874
TMF_539,FW_063,PFNA,S_032,-0.06187540371808753,0.9028791631754559
TMF_540,FW_063,PFDA,S_032,0.8329091229351039,0.5561329327511663
TMF_541,FW_063,PFUnDA,S_032,0.26236426446749106,0.8792119560609245
TMF_542,FW_063,PFDoDA,S_032,0.26236426446749106,0.8873742413661799
TMF_543,FW_063,PFTrDA,S_032,-0.18632957819149348,1.0534567141358826
TMF_544,FW_063,PFTeDA,S_032,-0.3285040669720361,1.1771816361435308
TMF_545,FW_063,PFOS,S_032,0.6931471805599453,0.6985477972548257
TMF_546,FW_064,PFBA,S_033,0.16999999999999996,1.1886822949968014
TMF_547,FW_064,PFPeA,S_033,0.12999999999999995,1.2164453150309924
TMF_548,FW_064,PFHxA,S_033,-0.06999999999999995,0.7582686866000239
TMF_549,FW_064,PFHpA,S_033,0.26,1.3675042474329648
TMF_550,FW_064,PFOA,S_033,0.019999999999999966,1.169914658935307
TMF_551,FW_064,PFNA,S_033,0.8586616190375187,0.2399688689034936
TMF_552,FW_064,PFDA,S_033,0.959350221334602,0.22480256470404253
TMF_553,FW_064,PFUnDA,S_033,0.75,0.7351902855539445
TMF_554,FW_064,PFDoDA,S_033,0.7299999999999999,0.7104434180284878
TMF_555,FW_064,PFBS,S_033,0.30000000000000004,1.256237486030155
TMF_556,FW_064,PFHxS,S_033,0.37000000000000005,0.9527920668416261
TMF_557,FW_064,PFOS,S_033,1.1908875647772805,0.21710811984368217
TMF_558,FW_064,PFDS,S_033,0.24000000000000002,1.08853255739932
TMF_559,FW_064,F53B,S_033,0.9202827531436925,0.2683144971135865
TMF_560,FW_065,PFBA,S_033,-0.09,0.7670188905345225
TMF_561,FW_065,PFPeA,S_033,-0.20000000000000004,0.7268403157643504
TMF_562,FW_065,PFHxA,S_033,-0.16999999999999998,0.5106717893860904
TMF_563,FW_065,PFHpA,S_033,0.09000000000000005,2.0262537054879224
TMF_564,FW_065,PFOA,S_033,-0.040000000000000036,0.4688135256131098
TMF_565,FW_065,PFNA,S_033,0.3576744442718159,0.2033680605109177
TMF_566,FW_065,PFDA,S_033,0.3920420877760237,0.26199669056811914
TMF_567,FW_065,PFUnDA,S_033,0.22999999999999998,0.9248767745780564
TMF_568,FW_065,PFDoDA,S_033,0.24999999999999992,0.9769124173100776
TMF_569,FW_065,PFBS,S_033,0.05000000000000007,6.9901533343556475
TMF_570,FW_065,PFHxS,S_033,0.10000000000000007,1.4042081587735349
TMF_571,FW_065,PFOS,S_033,0.47000000000000003,0.750110692809767
TMF_572,FW_065,PFDS,S_033,0.14999999999999994,2.324674537766154
TMF_573,FW_065,F53B,S_033,0.33,0.817188146985184
TMF_574,FW_066,PFBA,S_033,0.24999999999999992,0.8581778820741367
TMF_575,FW_066,PFPeA,S_033,-0.10000000000000006,1.0630876504373008
TMF_576,FW_066,PFHxA,S_033,-0.040000000000000036,1.0247728934499782
TMF_577,FW_066,PFHpA,S_033,0.24000000000000002,0.8634440965283704
TMF_578,FW_066,PFOA,S_033,-0.009999999999999946,1.0061365068527586
TMF_579,FW_066,PFNA,S_033,0.7080357930536959,0.25635870111591436
TMF_580,FW_066,PFDA,S_033,0.8796267475025636,0.2222880853586247
TMF_581,FW_066,PFUnDA,S_033,0.56,0.7099261776825933
TMF_582,FW_066,PFDoDA,S_033,0.48999999999999994,0.7409886260481333
TMF_583,FW_066,PFBS,S_033,0.05000000000000007,0.9698743268337551
TMF_584,FW_066,PFHxS,S_033,0.24999999999999992,0.8581778820741367
TMF_585,FW_066,PFOS,S_033,1.0402767116551463,0.35335689045936397
TMF_586,FW_066,PFDS,S_033,0.19000000000000003,0.8902638956813755
TMF_587,FW_066,F53B,S_033,0.8899999999999999,0.5801432576367129
TMF_588,FW_067,PFBA,S_033,-0.05999999999999999,0.6880964377998243
TMF_589,FW_067,PFPeA,S_033,-0.15,0.6427026641727904
TMF_590,FW_067,PFHxA,S_033,-0.37,0.5903439899697346
TMF_591,FW_067,PFHpA,S_033,0.009999999999999893,2.1986942724259566
TMF_592,FW_067,PFOA,S_033,0.16999999999999996,1.6503974849034908
TMF_593,FW_067,PFNA,S_033,0.3220834991691132,0.23291925465838512
TMF_594,FW_067,PFDA,S_033,0.3499999999999999,0.8662698938103551
TMF_595,FW_067,PFUnDA,S_033,0.20999999999999994,0.9549119618218774
TMF_596,FW_067,PFDoDA,S_033,0.27999999999999997,0.9793978084145879
TMF_597,FW_067,PFBS,S_033,-0.5,0.34329261164139246
TMF_598,FW_067,PFHxS,S_033,0.24999999999999992,1.195940703257546
TMF_599,FW_067,PFOS,S_033,0.4099999999999999,0.7781562325506182
TMF_600,FW_067,PFDS,S_033,-0.030000000000000023,0.3113923783390869
TMF_601,FW_067,F53B,S_033,0.29,0.8374322618790332
TMF_602,FW_068,l-PFOS,S_034,1.0986122886681098,0.5102040816326531
TMF_603,FW_068,PFDoDA,S_034,0.6418538861723947,0.4296455424274973
TMF_604,FW_068,l-PFOS,S_034,1.6863989535702288,0.8219954648526078
TMF_605,FW_068,PFDoDA,S_034,1.252762968495368,0.5102040816326531
TMF_606,FW_068,l-PFOS,S_034,0.9555114450274363,0.5102040816326531
TMF_607,FW_068,PFDoDA,S_034,0.5306282510621704,0.33013205282112845
TMF_608,FW_068,l-PFOS,S_034,1.7749523509116738,0.8647526807333102
TMF_609,FW_068,PFDoDA,S_034,1.33500106673234,0.5504833512352311
TMF_610,FW_069,PFHxS,S_035,1.4045769067263678,0.4570881896148751
TMF_611,FW_069,PFOS,S_035,1.312473503006606,0.4168693834703355
TMF_612,FW_069,PFOA,S_035,-0.3223619130191665,4.897788193684463
TMF_613,FW_069,PFNA,S_035,1.8650939253251773,0.37153522909717246
TMF_614,FW_069,PFDA,S_035,1.49668031044613,0.38018939632056115
TMF_615,FW_069,PFUnDA,S_035,1.8420680743952367,0.3467368504525316
TMF_616,FW_069,PFDoDA,S_035,1.450628608586249,0.3715352290971725
TMF_617,FW_069,PFTrDA,S_035,1.312473503006606,0.44668359215096315
TMF_618,FW_069,PFTeDA,S_035,0.5526204223185709,0.7943282347242815
TMF_619,FW_070,PFHxS,S_035,1.059189142777261,0.5248074602497727
TMF_620,FW_070,PFOS,S_035,1.2664218011467252,0.45708818961487496
TMF_621,FW_070,PFOA,S_035,-0.1980223179974879,4.85288500162121
TMF_622,FW_070,PFNA,S_035,1.9341714781149983,0.37153522909717257
TMF_623,FW_070,PFDA,S_035,1.450628608586249,0.4265795188015926
TMF_624,FW_070,PFUnDA,S_035,1.8420680743952367,0.37153522909717246
TMF_625,FW_070,PFDoDA,S_035,1.4045769067263678,0.40738027780411273
TMF_626,FW_070,PFTrDA,S_035,1.3354993539365463,0.4570881896148751
TMF_627,FW_070,PFTeDA,S_035,0.6677496769682731,0.7079457843841379
TMF_628,FW_071,PFHxS,S_035,0.6207769410711947,1.0592537251772887
TMF_629,FW_071,PFOS,S_035,1.3654329601454689,0.35391583956694983
TMF_630,FW_071,PFOA,S_035,2.424852361432029,0.1733005735327082
TMF_631,FW_071,PFNA,S_035,1.2378697459935988,0.3857447286724761
TMF_632,FW_071,PFDA,S_035,2.283243378212896,0.1486277831007335
TMF_633,FW_071,PFUnDA,S_035,1.353114129897951,0.30327038318532507
TMF_634,FW_071,PFDoDA,S_035,1.3529990006433013,0.37705091583339295
TMF_635,FW_071,PFTrDA,S_035,1.4305961182772007,0.34339977004258493
TMF_636,FW_071,PFTeDA,S_035,1.0188939036498652,0.44297579884121463
TMF_637,FW_072,PFHxS,S_035,0.7828789316179755,0.6309573444801932
TMF_638,FW_072,PFOS,S_035,1.49668031044613,0.28840315031266056
TMF_639,FW_072,PFOA,S_035,0.2532843602293451,1.9054607179632472
TMF_640,FW_072,PFNA,S_035,1.5427320123060109,0.33884415613920255
TMF_641,FW_072,PFDA,S_035,1.6578612669557127,0.2630267991895382
TMF_642,FW_072,PFUnDA,S_035,1.9802231799748793,0.20417379446695294
TMF_643,FW_072,PFDoDA,S_035,1.4045769067263678,0.33884415613920255
TMF_644,FW_072,PFTrDA,S_035,1.8420680743952367,0.24547089156850302
TMF_645,FW_072,PFTeDA,S_035,0.9440598881275586,0.46238102139926035
TMF_646,FW_073,PFOA,S_036,-0.916290731874155,0.25510204081632654
TMF_647,FW_073,PFNA,S_036,0.3576744442718159,0.06065363208220349
TMF_648,FW_073,PFDA,S_036,0.4885800148186709,0.01565043195192182
TMF_649,FW_073,PFUnDA,S_036,0.4054651081081644,0.01700680272108845
TMF_650,FW_073,PFDoDA,S_036,0.3920420877760237,0.02757859900717046
TMF_651,FW_073,PFTrDA,S_036,0.1823215567939546,0.0340136054421769
TMF_652,FW_073,PFTeDA,S_036,0.45107561936021673,0.04874561289483944
TMF_653,FW_073,PFHxS,S_036,0.04879016416943205,0.32555879494655005
TMF_654,FW_073,PFHpS,S_036,1.3029127521808397,0.19825865128660156
TMF_655,FW_073,PFOS,S_036,0.47000362924573563,0.01594387755102035
TMF_656,FW_073,PFDS,S_036,0.02955880224154443,0.029720626114523505
TMF_657,FW_073,FBSA,S_036,0.30010459245033816,0.28344671201814053
TMF_658,FW_073,FOSA,S_036,1.5303947050936475,0.40197897340754485
TMF_659,FW_073,NEtFOSAA,S_036,-0.7765287894989963,0.3216503992901508
TMF_660,FW_073,PFECHS,S_036,0.6830968447064438,0.2705627705627705
TMF_661,FW_073,6:2 diPAP,S_036,-2.4079456086518722,0.7029478458049888
TMF_662,FW_074,PFOA,S_036,-0.916290731874155,0.4846938775510204
TMF_663,FW_074,PFNA,S_036,0.08617769624105241,0.08425388504025459
TMF_664,FW_074,PFDA,S_036,0.5766133643039938,0.0200642054574639
TMF_665,FW_074,PFUnDA,S_036,0.4637340162321402,0.019252984212552962
TMF_666,FW_074,PFDoDA,S_036,0.22314355131420976,0.02448979591836737
TMF_667,FW_074,PFTrDA,S_036,0.2151113796169455,0.03703094140882163
TMF_668,FW_074,PFTeDA,S_036,0.1823215567939546,0.051020408163265356
TMF_669,FW_074,PFHxS,S_036,-0.5108256237659907,0.38265306122448983
TMF_670,FW_074,PFHpS,S_036,1.000631880307906,0.271983793517407
TMF_671,FW_074,PFOS,S_036,0.62057648772511,0.01920122887864819
TMF_672,FW_074,PFDS,S_036,0.2468600779315258,0.031887755102040845
TMF_673,FW_074,FBSA,S_036,0.131028262406404,0.2998567848191909
TMF_674,FW_074,FOSA,S_036,1.1052568313867783,0.44938505203405865
TMF_675,FW_074,NEtFOSAA,S_036,-1.3093333199837622,0.43461829176114886
TMF_676,FW_074,PFECHS,S_036,0.3364722366212129,0.3061224489795918
TMF_677,FW_074,6:2 diPAP,S_036,-2.995732273553991,0.8163265306122449
TMF_678,FW_075,PFOA,S_037,0.8754687373538999,0.4889455782312925
TMF_679,FW_075,PFNA,S_037,0.9162907318741551,0.46938775510204084
TMF_680,FW_075,PFDA,S_037,1.0647107369924282,0.422237860661506
TMF_681,FW_075,PFUnDA,S_037,1.1631508098056809,0.3826530612244898
TMF_682,FW_075,PFDoDA,S_037,1.252762968495368,0.3352769679300292
TMF_683,FW_075,PFOS,S_037,1.0296194171811581,0.3826530612244897
TMF_684,FW_075,6:2 Cl-PFESA,S_037,1.0647107369924282,0.38705137227304715
TMF_685,FW_076,PFOA,S_037,0.6418538861723947,0.5531686358754028
TMF_686,FW_076,PFNA,S_037,0.8329091229351039,0.5323868677905945
TMF_687,FW_076,PFDA,S_037,0.8329091229351039,0.48802129547471174
TMF_688,FW_076,PFUnDA,S_037,1.0296194171811581,0.4737609329446064
TMF_689,FW_076,PFOS,S_037,1.0647107369924282,0.3342716396903589
TMF_690,FW_077,PFOA,S_038,0.8184,0.5606804847386978
TMF_691,FW_077,PFNA,S_038,0.7651,0.7069943157600588
TMF_692,FW_077,PFDA,S_038,0.7036999999999999,0.7096483493213577
TMF_693,FW_077,PFUnDA,S_038,0.7368000000000001,0.7510449346502616
TMF_694,FW_077,PFDoDA,S_038,0.6186,0.629400339403909
TMF_695,FW_077,PFHxS,S_038,0.7146,0.9279252661241301
TMF_696,FW_077,PFOS,S_038,0.7839,0.6138641479950507
TMF_697,FW_077,6:2 Cl-PFESA,S_038,0.8399000000000001,0.5166920844355534
TMF_698,FW_077,8:2 Cl-PFESA,S_038,0.7588000000000001,0.5724787902508817
TMF_699,FW_077,PFNOBS,S_038,0.5953,0.6673212776022304
TMF_700,FW_078,PFHxA,S_039,0.965,0.53274278600515
TMF_701,FW_078,PFNA,S_039,0.921,0.5664287722074919
TMF_702,FW_078,PFDA,S_039,1.44,0.3670048948048461
TMF_703,FW_078,PFUnDA,S_039,0.6369999999999999,0.6418414476997508
TMF_704,FW_078,PFDoDA,S_039,0.516,0.6982443259903538
TMF_705,FW_078,PFHpS,S_039,1.01,0.49506893665217094
TMF_706,FW_078,3m-PFOS,S_039,1.11,0.4617794010338056
TMF_707,FW_078,4m-PFOS,S_039,1.25,0.4189006040280451
TMF_708,FW_078,5m-PFOS,S_039,1.43,0.3695685182265702
TMF_709,FW_078,iso-PFOS,S_039,1.44,0.4442889942921273
TMF_710,FW_078,PFOS,S_039,1.59,0.330616995535039
TMF_711,FW_078,PFNS,S_039,1.33,0.3962105995393944
TMF_712,FW_078,6:2 Cl-PFESA,S_039,1.73,NA
TMF_713,FW_078,8:2 Cl-PFESA,S_039,1.86,0.27396882557836494
TMF_714,FW_078,6:2 H-PFESA,S_039,1.19,0.5298989412603323
TMF_715,FW_078,8:2 H-PFESA,S_039,1.41,0.46938293176852003
TMF_716,FW_078,cis-PFECHS,S_039,0.653,0.6568036953310451
TMF_717,FW_078,trans-PFECHS,S_039,0.8130000000000001,0.610631878674256
TMF_718,FW_078,8:2 FTSA,S_039,1.08,0.4715240974028521
TMF_719,FW_078,10:2 FTSA,S_039,1.42,0.3721500492161265
TMF_720,FW_078,FHpPA,S_039,1.76,0.29371915432190504
TMF_721,FW_078,NEtFOSAA,S_039,1.07,0.4748178142908846
TMF_722,FW_079,PFUnDA,S_040,1.308332819650179,0.3027027027027027
TMF_723,FW_080,PFOS,S_040,1.1631508098056809,0.34375
TMF_724,FW_080,PFNA,S_040,0.4054651081081644,0.7333333333333334
TMF_725,FW_080,PFDA,S_040,0.8329091229351039,0.47826086956521746
TMF_726,FW_080,PFUnDA,S_040,0.7884573603642703,0.5
TMF_727,FW_080,PFDoDA,S_040,1.0986122886681098,0.3666666666666667
TMF_728,FW_080,PFTrDA,S_040,0.7884573603642703,0.5
TMF_729,FW_081,PFOS,S_040,1.1631508098056809,0.34375
TMF_730,FW_081,PFNA,S_040,0.4054651081081644,0.7333333333333334
TMF_731,FW_081,PFDA,S_040,1.1631508098056809,0.34375
TMF_732,FW_081,PFUnDA,S_040,0.4054651081081644,0.7333333333333334
TMF_733,FW_082,PFBA,S_041,-0.16251892949777494,1.082853389750151
TMF_734,FW_082,PFPeA,S_041,-0.35667494393873245,1.190882451028725
TMF_735,FW_082,PFBS,S_041,-0.2484613592984996,1.1294073546790218
TMF_736,FW_082,PFHxA,S_041,-0.020202707317519466,1.0099441317031277
TMF_737,FW_082,PFHpA,S_041,0.23111172096338664,0.8929761458156997
TMF_738,FW_082,PFHxS,S_041,-0.030459207484708574,1.0150303463603114
TMF_739,FW_082,PFOA,S_041,0.131028262406404,0.9378400380100579
TMF_740,FW_082,PFHpS,S_041,0.058268908123975824,0.9718640728195838
TMF_741,FW_082,PFNA,S_041,0.009950330853168092,0.9951383182673034
TMF_742,FW_082,PFOS,S_041,0.28517894223366247,0.8399058348601309
TMF_743,FW_082,PFDA,S_041,0.02955880224154443,0.9820791711556385
