"parameter_index","tau2","log_likelihood"
38,3.03602201474216,-2087.45547817333
38,3.30549142433466,-2087.67013535441
38,3.57496083392716,-2087.88429841352
38,3.84443024351966,-2088.09638264083
38,4.11389965311216,-2088.30539067494
38,4.38336906270466,-2088.51065566795
38,4.65283847229716,-2088.71179560117
38,4.92230788188966,-2088.90861250054
38,5.19177729148216,-2089.10100834568
38,5.46124670107466,-2089.28897561228
40,0.0820686287443914,-2093.2694564055
40,0.146859651437332,-2088.76716336606
40,0.211650674130273,-2087.14156598535
40,0.276441696823213,-2086.56242566061
40,0.341232719516154,-2086.46383753195
40,0.406023742209094,-2086.61482533981
40,0.470814764902035,-2086.9048716829
40,0.535605787594975,-2087.27520549297
40,0.600396810287916,-2087.69239222773
40,0.665187832980856,-2088.13633251762
40,0.729978855673797,-2088.59442809285
40,0.794769878366738,-2089.05865344804
40,0.859560901059678,-2089.52380029871
40,0.924351923752619,-2089.98635545514
40,0.989142946445559,-2090.44403408478
40,1.0539339691385,-2090.89535003719
40,1.11872499183144,-2091.33932939899
40,1.18351601452438,-2091.77535688096
40,1.24830703721732,-2092.20310960901
40,1.31309805991026,-2092.62239298694
42,0.0730206819099458,-2103.46028641887
42,0.130668588680956,-2091.90986482961
42,0.188316495451965,-2088.02956792887
42,0.245964402222975,-2086.69359354165
42,0.303612308993985,-2086.47029908154
42,0.361260215764995,-2086.80526473702
42,0.418908122536005,-2087.44222850818
42,0.476556029307015,-2088.24875093803
42,0.534203936078024,-2089.15097362308
42,0.591851842849034,-2090.10542697683
42,0.649499749620044,-2091.08551987666
42,0.707147656391054,-2092.07454212747
42,0.764795563162064,-2093.06181018591
42,0.822443469933073,-2094.04044001897
42,0.880091376704083,-2095.00600422842
42,0.937739283475093,-2095.95569929645
42,0.995387190246103,-2096.88781080835
42,1.05303509701711,-2097.80136434446
42,1.11068300378812,-2098.69589162512
42,1.16833091055913,-2099.57127174609
46,0.125972698624811,-2099.7637984627
46,0.225424829118083,-2090.785216131
46,0.324876959611355,-2087.7097847075
46,0.424329090104627,-2086.64602098802
46,0.5237812205979,-2086.46794832013
46,0.623233351091172,-2086.73550490312
46,0.722685481584444,-2087.24473921727
46,0.822137612077716,-2087.89014743787
46,0.921589742570988,-2088.61284588506
46,1.02104187306426,-2089.37814878173
46,1.12049400355753,-2090.16480090877
46,1.2199461340508,-2090.95940754612
46,1.31939826454408,-2091.75337902524
46,1.41885039503735,-2092.54116705672
46,1.51830252553062,-2093.3191608519
46,1.61775465602389,-2094.08506975193
46,1.71720678651716,-2094.8374647544
46,1.81665891701044,-2095.57551448284
46,1.91611104750371,-2096.29879548512
46,2.01556317799698,-2097.0071708023
47,0.0731149012920299,-2110.92271619924
47,0.130837191785738,-2094.32674366452
47,0.188559482279446,-2088.72360874533
47,0.246281772773153,-2086.79695898618
47,0.304004063266861,-2086.47543875915
47,0.361726353760569,-2086.9568756519
47,0.419448644254277,-2087.87169998674
47,0.477170934747985,-2089.02954212645
47,0.534893225241693,-2090.32464396315
47,0.5926155157354,-2091.69485187587
47,0.650337806229108,-2093.1022093039
47,0.708060096722816,-2094.52294526119
47,0.765782387216524,-2095.94182215256
47,0.823504677710232,-2097.34899732202
47,0.88122696820394,-2098.73816709697
47,0.938949258697648,-2100.10532725073
47,0.996671549191355,-2101.44798487146
47,1.05439383968506,-2102.76471521526
47,1.11211613017877,-2104.0548240864
47,1.16983842067248,-2105.31808708498
48,0,-2086.45863005299
48,0.00526315789473684,-2086.47942877411
48,0.0105263157894737,-2086.5000949035
48,0.0157894736842105,-2086.52066229328
48,0.0210526315789474,-2086.54105838676
48,0.0263157894736842,-2086.56136812002
48,0.0315789473684211,-2086.58153980794
48,0.0368421052631579,-2086.60159136359
48,0.0421052631578947,-2086.62150523123
48,0.0473684210526316,-2086.64132497974
48,0.0526315789473684,-2086.6610319088
48,0.0578947368421053,-2086.6806133299
48,0.0631578947368421,-2086.70008078544
48,0.068421052631579,-2086.71943662195
48,0.0736842105263158,-2086.7386825201
48,0.0789473684210526,-2086.75781931658
48,0.0842105263157895,-2086.77683239961
48,0.0894736842105263,-2086.79576250006
48,0.0947368421052632,-2086.81458946702
48,0.1,-2086.83330182423
49,0.0622903420449502,-2090.86953891182
49,0.111466927869911,-2088.13300542658
49,0.160643513694872,-2086.98894872286
49,0.209820099519832,-2086.54303061573
49,0.258996685344793,-2086.46301338521
49,0.308173271169754,-2086.59329613993
49,0.357349856994714,-2086.8510559067
49,0.406526442819675,-2087.18841607572
49,0.455703028644636,-2087.57606795082
49,0.504879614469596,-2087.99528041949
49,0.554056200294557,-2088.43371732394
49,0.603232786119518,-2088.88306512505
49,0.652409371944478,-2089.33758684203
49,0.701585957769439,-2089.79331643739
49,0.7507625435944,-2090.24746749932
49,0.799939129419361,-2090.6980922067
49,0.849115715244321,-2091.143824432
49,0.898292301069282,-2091.58372009832
49,0.947468886894243,-2092.01714057799
49,0.996645472719203,-2092.44366894241
50,0.132784579875351,-2106.58883815377
50,0.237614511355892,-2092.50015884786
50,0.342444442836432,-2088.12556695968
50,0.447274374316972,-2086.70009757551
50,0.552104305797513,-2086.47031382656
50,0.656934237278053,-2086.79884997365
50,0.761764168758593,-2087.40739999615
50,0.866594100239134,-2088.15982009733
50,0.971424031719674,-2088.98408912557
50,1.07625396320021,-2089.84020676674
50,1.18108389468075,-2090.70506587932
50,1.2859138261613,-2091.5650925546
50,1.39074375764184,-2092.4123139606
50,1.49557368912238,-2093.24208676878
50,1.60040362060292,-2094.05179556142
50,1.70523355208346,-2094.84022675677
50,1.810063483564,-2095.60687688743
50,1.91489341504454,-2096.35181681841
50,2.01972334652508,-2097.07542870642
50,2.12455327800562,-2097.77824942871
51,0.0716997407903354,-2108.33824366728
51,0.128304799309021,-2093.20969547682
51,0.184909857827707,-2088.36329743182
51,0.241514916346393,-2086.73952784341
51,0.298119974865079,-2086.47244346041
51,0.354725033383765,-2086.86560198973
51,0.411330091902451,-2087.60609083672
51,0.467935150421137,-2088.53596833206
51,0.524540208939822,-2089.56898710718
51,0.581145267458508,-2090.65538137215
51,0.637750325977194,-2091.76530318799
51,0.69435538449588,-2092.88037997794
51,0.750960443014566,-2093.98913336191
51,0.807565501533252,-2095.08436570455
51,0.864170560051938,-2096.16160711046
51,0.920775618570624,-2097.21816099942
51,0.97738067708931,-2098.2525008519
51,1.033985735608,-2099.26388011048
51,1.09059079412668,-2100.25207426358
51,1.14719585264537,-2101.21720862273
